smiles,dipm,gap,lumo,combined
C=CC=CC=C=O, 1.232, 2.581063794069, -7.3305, 9.5625
FBr, 0.517, 2.680273172371, -10.0096, 11.5266
CBr, 3.736, 5.274585757832, -5.8755, 8.599614242168
Ic1ccccc1, 3.682, 4.142570068178, -6.7381, 10.540229931822
C, 0.0, 17.372302709129, 4.6515, -17.761102709129
N, 1.785, 12.227626749152, 1.7222, -7.902126749152
C=CC=CC=C=PF, 3.574, 2.550119294483, -7.9451, 12.5191
PBr, 4.221, 4.37664987044, -7.1914, 11.298450129559999
N#N, 0.0, 4.129588237533, -8.1534, 8.286511762466999
S=CI, 1.766, 1.553373826204, -9.2793, 12.0453
N, 1.786, 12.228494451049, 1.7225, -7.902294451049
ClCc1ccccc1, 2.16, 4.513665378704, -6.5443, 8.453334621296
N#P, 1.895, 3.221396842539, -7.9779, 10.8729
SI, 2.808, 2.662421464749, -8.1637, 11.9717
O=S, 1.829, 2.09404e-07, -10.1309, 12.074300209404
Ic1ccccc1, 3.682, 4.142587406956, -6.7381, 10.540212593044
O=CBr, -10000, -10000, -10000, -10000
C=O, 2.335, 3.620343624833, -7.9137, 10.891056375167
FI, 0.886, 2.795067983329, -9.4188, 11.3048
Brc1ccccc1, 3.566, 4.119370235332, -6.7788, 10.488129764667999
S=C=CC=CC=CS, 0.304, 1.439504459965, -8.2373, 9.5413
O=S, 1.829, 4.745e-08, -10.1309, 12.07430004745
C=CC=CC=C=CF, 2.737, 2.849667076523, -7.5977, 11.3347
SI, 2.808, 2.66240920488, -8.1637, 11.9717
Ic1ccccc1, 3.682, 4.142574632042, -6.7381, 10.540225367958
P, 1.263, 5.959742216789, -5.4766, 5.042557783211
C=O, 2.335, 3.620361925076, -7.9137, 10.891038074924
O=C=CC=CC=P, 0.386, 1.940091879505, -7.8684, 9.2544
C=CC=CC=C=PP, 0.705, 2.45506506364, -7.5419, 9.2469
C=CC=CC=C=S, 1.356, 1.613783449155, -8.1916, 10.5476
C=CC=CC=C=CI, 3.87, 2.609565768468, -7.8333, 12.7033
C=CC=CC=C=NPc1ccccc1Br, 3.038, 2.202354855824, -7.4323, 11.4703
Pc1ccccc1Br, 3.032, 3.863509564723, -7.1862, 10.617390435277
SI, 2.808, 2.662291221684, -8.1638, 11.9718
O=P, 2.055, 2.172876360675, -8.8834, 11.9384
Ic1ccccc1, 3.682, 4.142584247698, -6.7381, 10.540215752302
S=CC=CC=CBr, 2.589, 0.665331691922, -9.2369, 12.605631691922
BrBr, 0.0, 2.588377880135, -9.4435, 10.4435
NP(Cl)c1ccccc1-c1ccccc1-c1ccccc1-c1ccccc1Br, 4.283, 3.559569137527, -6.9491, 11.935230862472999
O=O, 0.0, 3.03e-10, -12.0513, 12.165700000303
P=PBr, 2.661, 1.966149443978, -9.0029, 12.6639
Clc1ccccc1, 1.823, 4.35383833621, -6.5171, 8.24896166379
Fc1ccccc1, 2.187, 4.64767409651, -6.5446, 8.346625903489999
P=S, 2.145, 0.874979848026, -9.4124, 12.546779848026
C=PCl, 1.291, 3.132155204312, -7.7147, 10.0057
NPBr, 4.567, 4.443929490315, -6.7527, 11.138470509685
SCl, 1.469, 2.841735768817, -7.7987, 10.267700000000001
SCl, 1.469, 2.841735014106, -7.7987, 10.267700000000001
C=S, 2.206, 1.239363765164, -8.8659, 12.0719
C=CC=CC=C=PC#N, 4.031, 2.566656457428, -7.9056, 12.936599999999999
C=CC=CC=C=O, 1.232, 2.579831643066, -7.3319, 9.5639
O=Pc1ccccc1Br, 4.09, 2.010876568275, -8.8657, 13.9557
Ic1ccccc1, 3.682, 4.142569639776, -6.7381, 10.540230360224
FI, 0.886, 2.795067983025, -9.4188, 11.3048
Br, 2.556, 7.056715870347, -4.5869, 4.348884129652999
CN=C=CC=CC=CI, 6.541, 2.470901294381, -7.1929, 14.7339
O=C=CC=CC=Cc1ccccc1-c1ccccc1, 1.26, 2.353342125296, -7.3294, 9.5894
Clc1ccccc1SI, 4.879, 2.262170039224, -8.1178, 13.9968
Clc1ccccc1, 1.823, 4.353874817894, -6.5171, 8.248925182106
N#N, 0.0, 4.129588236686, -8.1534, 8.286511763314
C=CC=CC=C=O, 1.232, 2.580596032242, -7.3307, 9.5627
C=CC=CC=C=Pc1ccccc1N=O, 3.146, 1.188209384059, -8.5511, 12.697099999999999
SI, 2.808, 2.662410749479, -8.1637, 11.9717
OBr, 2.209, 3.298603363886, -8.2501, 11.423196636114
COCC=CC=C=CBr, 3.783, 3.309116623018, -7.4372, 12.173783376982
NCl, 1.694, 4.727028964543, -6.0731, 7.302771035457
Brc1cccc2ccccc12, 3.64, 3.006004032712, -7.5475, 12.1875
Brc1ccccc1, 3.566, 4.11935557392, -6.7789, 10.48824442608
Fc1ccccc1, 2.187, 4.647652681352, -6.5446, 8.346647318648
PBr, 4.225, 4.381057405922, -7.1873, 11.293942594077999
Cc1ccccc1C#N, 4.007, 3.867964785662, -7.3556, 11.757335214338
C=CC=CC=C=Nc1ccccc1Br, 3.973, 2.365129629636, -7.1675, 12.1405
Ic1ccccc1, 3.682, 4.142585742885, -6.7381, 10.540214257115
O=O, 0.0, 2.88e-10, -12.0513, 12.165700000288
Clc1ccccc1, 1.823, 4.353880768391, -6.5171, 8.248919231609
C=CC=CC=C=NBr, 3.654, 2.08217729098, -8.1978, 12.8518
C=CC=CC=C=O, 1.234, 2.581399945061, -7.3302, 9.5642
Brc1ccccc1-c1ccccc1, 3.354, 3.782183705774, -6.9071, 10.741616294225999
SC=CC=CC=C=CI, 3.2, 2.21306041506, -7.9103, 12.1103
Brc1ccccc1, 3.566, 4.119328924552, -6.7789, 10.488271075448
C#P, 0.972, 3.951326387841, -6.8674, 8.150773612159
N=O, 1.78, 0.779555271302, -9.9993, 12.673255271302
P#P, 0.0, 2.493155665817, -7.9878, 8.9878
FCc1ccccc1, 2.104, 4.729424904799, -6.287, 7.924275095201
NN=S, 4.134, 1.027792647402, -8.3668, 13.5008
Clc1ccccc1, 1.823, 4.353835092607, -6.5171, 8.248964907392999
C#N, 2.622, 5.9501475547, -6.2917, 7.226252445299999
Sc1ccccc1Oc1ccccc1-c1ccccc1Br, 2.409, 3.096783413295, -6.9805, 10.3895
N#P, 1.895, 3.221396845491, -7.9779, 10.8729
NC=CC=CC=O, 7.423, 2.45172749562, -7.4911, 15.914100000000001
OCF, 1.927, 13.474236327495, 1.1577, -8.442236327495001
Ic1ccccc1-c1ccccc1-c1ccccc1, 3.594, 3.74796850666, -6.854, 10.96273149334
P=CBr, 1.309, 2.739378843175, -8.1564, 10.465399999999999
CF, 2.257, 14.291457931528, 1.8142, -9.585957931528002
O=C=CC=CC=CP, 1.441, 2.484302672905, -7.4526, 9.8936
SBr, 2.964, 2.651652101928, -8.2898, 12.2538
NO, 0.667, 8.834446578849, -1.9427, -1.962046578849001
Fc1ccccc1Br, 4.467, 3.919132351568, -7.1967, 12.007267648431998
Nc1ccccc1-c1ccccc1F, 2.777, 3.123308310782, -6.6509, 10.427900000000001
O=S, 1.829, 8.224e-08, -10.1309, 12.07430008224
OI, 2.139, 3.30398019284, -7.939, 11.036719807159999
FP, 2.061, 5.628874669337, -5.9813, 6.676125330663
OBr, 2.209, 3.298786047516, -8.2499, 11.422813952484
O=P, 2.056, 2.172753661487, -8.8837, 11.939699999999998
O=O, 0.0, 1.7e-11, -12.0513, 12.165700000016999
Ic1ccccc1, 3.682, 4.142567090342, -6.7381, 10.540232909658
S=C=CC=CC=COSP=Nc1ccccc1, 1.423, 1.456224668513, -8.2671, 10.6901
N#P, 1.895, 3.221396842558, -7.9779, 10.8729
I, 2.477, 6.431506012558, -5.1037, 5.411893987441999
Cl, 1.051, 9.166710323508, -2.8332, -1.0198103235079992
PI, 4.048, 4.138835997763, -7.2368, 11.408664002237
NCI, 3.905, 4.187835628385, -6.5061, 10.485964371615
C=CC=CC=C=PCc1ccccc1Br, 2.857, 2.494132977435, -7.5837, 11.4407
Clc1ccccc1, 1.823, 4.353760109495, -6.5172, 8.249139890504999
C#CCl, 0.209, 6.437702028391, -4.7305, 2.7644979716090003
C=CC=CC=C=Pc1ccccc1I, 4.01, 2.544514307845, -7.5135, 12.523499999999999
C=CC=CC=C(C=CC=C=O)c1ccccc1Cl, 1.657, 1.946717116304, -7.6769, 10.3339
P=S, 2.143, 0.876426803124, -9.4115, 12.545326803124
N=CC=CC=CC=C=S, 1.83, 1.591333953697, -8.4532, 11.2832
O=S, 1.829, 1.8839e-08, -10.1309, 12.074300018839
NC=CC=CC=C=S, 5.479, 1.268131597796, -7.729, 14.208
C=CC=CC=C=S, 1.357, 1.613320135981, -8.1919, 10.5489
I, 2.477, 6.431506012608, -5.1037, 5.411893987392
OF, 2.383, 6.831190525852, -6.3112, 6.1257094741480005
Brc1ccccc1-c1ccccc1, 3.353, 3.777637240116, -6.9104, 10.748462759884
CC(I)=CC=CC=Cc1ccccc1, 3.447, 2.189807976527, -7.7478, 12.1948
Clc1ccccc1, 1.823, 4.353877461687, -6.5171, 8.248922538313
Clc1ccccc1-c1ccccc1, 1.622, 3.842669051178, -6.7747, 8.816730948822
SBr, 2.964, 2.651652516983, -8.2898, 12.2538
c1ccccc1, 0.0, 4.932054999343, -6.0204, 5.351045000657
P=S, 2.141, 0.877246683411, -9.411, 12.543646683411
S, 1.967, 5.21667179636, -5.4563, 6.46932820364
N#N, 0.0, 4.129588237579, -8.1534, 8.286511762421
O=C=CC=PCl, 0.42, 2.345768827185, -7.8344, 9.2544
NI, 2.798, 3.521156409523, -7.1785, 10.718043590476999
ClCl, 0.0, 3.369772696738, -8.6238, 9.516727303261998
OCl, 1.567, 4.446580141099, -7.2591, 8.642219858900999
Clc1ccccc1, 1.823, 4.353799881584, -6.5172, 8.249100118415999
CBr, 3.736, 5.274403917967, -5.8757, 8.599996082033
C#P, 0.972, 3.951325142254, -6.8674, 8.150774857746
C=CC=CC=C1CP1Br, 5.286, 2.592180642428, -7.9819, 14.267900000000001
SCl, 1.469, 2.841735170143, -7.7987, 10.267700000000001
C=CC=CC=C=S, 1.356, 1.614069373334, -8.1911, 10.5471
CI, 3.69, 4.814747936341, -6.2962, 9.434152063658999
C=CC=CC=C=S, 1.356, 1.613829780938, -8.1915, 10.5475
C=CC=CC=C=CBr, 3.889, 2.694361299775, -7.8039, 12.692899999999998
C#CC=CC=Cc1cccc(SI)c1C=CC=Cc1ccccc1-c1ccccc1, 4.872, 2.143584089229, -7.8866, 13.7586
Clc1ccccc1, 1.823, 4.353842431256, -6.5171, 8.248957568744
Br, 2.556, 7.056715870391, -4.5869, 4.348884129609
S=S, 0.0, 2.8466e-08, -10.2514, 10.365800028466
F, 2.535, 16.506614077342, 3.1008, -12.809714077342
c1ccccc1, 0.001, 4.932101433406, -6.0203, 5.3518985665939995
PC=CC=C=PI, 4.116, 2.557480730509, -8.1862, 13.3022
F, 2.535, 16.50661407963, 3.1008, -12.809714079630002
Cl, 1.051, 9.166710323849, -2.8332, -1.0198103238489993
CC(C=CC=CBr)=CC=Cc1ccccc1-c1ccccc1N, 4.632, 1.803073480809, -7.9052, 13.537199999999999
SCl, 1.469, 2.841735678971, -7.7987, 10.267700000000001
Ic1ccccc1, 3.682, 4.142574637434, -6.7381, 10.540225362566
Clc1ccccc1, 1.823, 4.353794815785, -6.5172, 8.249105184214999
C=CC=CC=C=S, 1.356, 1.613939017839, -8.1914, 10.5474
Brc1ccccc1, 3.566, 4.119384943598, -6.7788, 10.488115056402
FP, 2.06, 5.629038352803, -5.9811, 6.674761647197
Oc1ccccc1, 1.513, 4.351843352678, -6.0764, 7.500256647321999
FS, 1.942, 2.968603785482, -7.8041, 10.7461
Cc1ccccc1Br, 3.293, 4.120847130153, -6.6334, 10.068252869847
P, 1.263, 5.959362083448, -5.4773, 5.043637916551999
P#P, 0.0, 2.493155673484, -7.9878, 8.9878
PI, 4.048, 4.138828194105, -7.2368, 11.408671805895
BrSc1ccccc1, 3.989, 2.464610007981, -7.9439, 12.9329
S=NCBr, 2.846, 0.264420490903, -9.9035, 13.128320490903
Clc1ccccc1, 1.821, 4.354164178499, -6.516, 8.245535821500999
NCl, 1.694, 4.725802746808, -6.0758, 7.306697253192
SI, 2.808, 2.662335322337, -8.1638, 11.9718
OCC=CC=C1C=CC=CC1, 2.39, 2.117066703143, -7.364, 10.754
C=CC=CC=C=S, 1.358, 1.613501268061, -8.1921, 10.5501
Cl, 1.051, 9.166710323957, -2.8332, -1.019810323957
Ic1ccccc1C#CC=COSc1ccccc1, 2.9, 2.587629841066, -7.3637, 11.2637
C=C(C=CC=CS)CCl, 2.712, 2.41651688415, -7.5828, 11.2948
N=O, 1.78, 0.779552930435, -9.9993, 12.673252930435
C=CC=CC=C=NCl, 1.97, 2.392141119849, -7.7013, 10.671299999999999
Clc1ccccc1, 1.823, 4.353810767056, -6.5172, 8.249089232944
BrBr, 0.0, 2.588377877875, -9.4435, 10.4435
C=C=Cc1ccccc1, 0.498, 3.593317988012, -6.5456, 7.712982011988
S=C=CC=CC=Cc1ccccc1, 1.31, 1.459892479588, -8.2011, 10.5111
Ic1ccccc1C=CC=CC=C=CC=CC=COc1ccccc1, 3.94, 1.886069238894, -7.7638, 12.7038
C=Nc1ccccc1-c1ccccc1F, 1.526, 2.868593947924, -7.2201, 9.7461
CC=CC=CC=C=O, 1.915, 2.486445909599, -7.2071, 10.1221
FI, 0.886, 2.795067983056, -9.4188, 11.3048
c1ccccc1, 0.001, 4.932012655796, -6.0204, 5.3520873442040005
C#P, 0.972, 3.951301957889, -6.8674, 8.150798042111
Fc1ccccc1-c1ccccc1Cl, 1.676, 3.781825048893, -7.0033, 9.160174951106999
O=P, 2.055, 2.172742679664, -8.8837, 11.938699999999999
Fc1ccccc1, 2.187, 4.6476706011, -6.5446, 8.3466293989
S=PBr, 2.592, 1.289539561736, -9.889, 13.481
FC=C=CC=CC=Cc1ccccc1, 3.071, 2.300333364543, -7.8029, 11.873899999999999
Clc1ccccc1, 1.823, 4.353791196693, -6.5172, 8.249108803307
SI, 2.808, 2.662350278405, -8.1638, 11.9718
Nc1ccccc1Cl, 1.995, 3.773689293092, -6.1817, 8.665710706908
Br, 2.556, 7.05671587037, -4.5869, 4.34888412963
N=O, 1.78, 0.779552837724, -9.9993, 12.673252837724
Nc1ccccc1-c1ccccc1N=CCl, 1.358, 2.217739884075, -7.4579, 9.815900000000001
S=C=S, 0.0, 3.23674335774, -8.1835, 9.1835
CI, 3.69, 4.814422081487, -6.2961, 9.434377918513
O=S, 1.829, 1.01293e-07, -10.1309, 12.074300101293
OI, 2.139, 3.304015569412, -7.939, 11.036684430588
CNI, 3.072, 3.216392611137, -7.2392, 11.3112
C=CC=CC=C=S, 1.355, 1.613368617208, -8.1917, 10.546700000000001
SCl, 1.469, 2.841736944783, -7.7987, 10.267700000000001
S=Cc1ccccc1Br, 4.295, 0.95969603117, -9.0477, 14.3427
CPBr, 4.785, 4.390464117036, -6.8368, 11.494035882963999
CI, 3.691, 4.814541635558, -6.2958, 9.434958364442
FI, 0.886, 2.795067982992, -9.4188, 11.3048
Nc1ccccc1, 1.95, 3.965110156211, -5.713, 7.960589843789
OBr, 2.209, 3.298524382649, -8.2503, 11.423475617350999
BrNSc1ccccc1, 2.415, 2.088586876178, -8.3075, 11.7225
N=PCl, 0.895, 2.870860726683, -8.2841, 10.1791
PCl, 1.285, 4.991419760539, -6.2984, 6.854680239461
O=P, 2.056, 2.172759385153, -8.8837, 11.939699999999998
C=CC=CC=C=Nc1ccccc1F, 2.701, 2.385923052779, -7.0476, 10.7486
N=S, 1.389, 0.109527683772, -9.7311, 11.344027683772
C=CC=CC=C=S, 1.357, 1.613705314901, -8.1918, 10.5488
N#P, 1.895, 3.221396845318, -7.9779, 10.8729
C=CC=CC=C=O, 1.231, 2.580230467023, -7.3309, 9.5619
N#P, 1.895, 3.221396845185, -7.9779, 10.8729
Clc1ccccc1, 1.823, 4.353874895475, -6.5171, 8.248925104525
C=CC=CC=C=S, 1.357, 1.613485140193, -8.192, 10.549
NF, 2.597, 7.69042767635, -3.6991, 2.86837232365
FP, 2.06, 5.629054894426, -5.981, 6.674645105573999
OC=CC=CC=C=PI, 6.548, 2.254272591207, -8.0283, 15.5763
FC=CC=CC=C=NCl, 2.113, 2.327056605788, -7.934, 11.047
Pc1ccccc1C=CC=CC=C=S, 2.461, 1.494264858166, -8.2341, 11.6951
P=NI, 2.294, 2.095659664636, -8.6369, 11.930900000000001
Fc1ccccc1-c1ccccc1-c1ccccc1, 1.975, 3.622908157385, -6.8473, 9.462091842615
CC(C=CC=CBr)=CC=CC=CN, 7.448, 1.670006015624, -7.586, 16.034
CC(C=CC=CSF)=CC=CC=CS, 2.846, 1.654778068813, -7.8272, 11.673200000000001
CBr, 3.736, 5.274963533955, -5.8752, 8.598936466045
C=CC=CC=C=O, 1.234, 2.580983717136, -7.3308, 9.5648
C=CC=CC=C=S, 1.356, 1.613764312185, -8.1917, 10.5477
C=CC=CC=C=S, 1.357, 1.613895584911, -8.1915, 10.5485
N=S, 1.389, 0.109527634877, -9.7311, 11.344027634877
Brc1ccccc1, 3.566, 4.119368327001, -6.7788, 10.488131672999
P#P, 0.0, 2.493155669506, -7.9878, 8.9878
N=O, 1.78, 0.779555380654, -9.9993, 12.673255380654
CF, 2.257, 14.290926643767, 1.8136, -9.584826643766998
O=O, 0.0, 3.19e-10, -12.0513, 12.165700000319
C=CC=CC=C=O, 1.23, 2.581542340511, -7.3293, 9.5593
PCSc1ccccn1, 2.92, 2.805033727469, -7.3761, 11.2961
C=CC=CC=C=O, 1.233, 2.580841056685, -7.3307, 9.5637
c1ccccc1, 0.0, 4.932106585757, -6.0203, 5.350893414242999
ClSOc1ccccc1, 1.855, 2.772662218541, -7.4128, 10.2678
Ic1ccccc1, 3.682, 4.142572000969, -6.7381, 10.540227999031
NF, 2.597, 7.690446376798, -3.699, 2.868253623202
C=CC=CC=C=CCl, 1.974, 2.737291308528, -7.5837, 10.5577
C=CC=CC=C=O, 1.233, 2.580725728107, -7.3308, 9.5638
C1=C(c2ccccc2)c2c[nH]c(c2)C1, 2.252, 1.21977000215, -7.408, 10.66
FP, 2.061, 5.628877342644, -5.9813, 6.676122657355999
c1ccccc1, 0.0, 4.932099179155, -6.0204, 5.351000820845
Brc1ccccc1, 3.566, 4.119382586833, -6.7788, 10.488117413167
O=CS, 1.026, 3.868189936801, -7.7881, 9.208610063199
BrN=C=CC=Cc1ccccc1, 3.903, 2.059146438827, -8.1672, 13.0702
C=CC=CC=C=PSF, 3.803, 2.224942401523, -7.96, 12.763
PCI, 2.297, 4.003186460628, -7.1141, 9.670613539371999
BrBr, 0.0, 2.588377880279, -9.4435, 10.4435
Sc1ccccc1C=CC=CC=C=PBr, 6.335, 1.90814976609, -8.2902, 15.6252
Fc1ccccc1-c1ccccc1-c1ccccc1, 1.974, 3.625356734664, -6.8457, 9.457043265336
O=CSCl, 1.152, 3.344370421149, -7.9931, 10.063429578851
FF, 0.0, 4.587545304045, -10.4751, 10.150254695954999
Fc1ccccc1, 2.187, 4.647651019211, -6.5446, 8.346648980789
C=CC=CC=C=S, 1.354, 1.613459421447, -8.1914, 10.5454
NF, 2.597, 7.690333635686, -3.6992, 2.868566364314
CBr, 3.736, 5.274434449344, -5.8757, 8.599965550656
Fc1ccccc1, 2.187, 4.647644451819, -6.5446, 8.346655548181
Pc1ccccc1-c1ccccc1PBr, 4.14, 3.238595683085, -7.5104, 12.6504
PI, 4.048, 4.138838348171, -7.2368, 11.408661651829
C=CC=CC=C=S, 1.356, 1.613484368003, -8.1917, 10.5477
Brc1ccccc1, 3.566, 4.119370381471, -6.7788, 10.488129618529001
CCl, 2.04, 7.013030485257, -4.282, 3.571669514743
Brc1ccco1, 3.403, 4.36406332455, -6.5753, 9.87693667545
O=C=CC=CC1=C=CC=CC=C1, 2.293, 2.15487365127, -7.2036, 10.4966
CF, 2.257, 14.291207101263, 1.8139, -9.585407101263
NCl, 1.694, 4.7270718689, -6.073, 7.3026281311
OF, 2.383, 6.831154855784, -6.3112, 6.125745144216
c1ccc(-c2ccccc2)cc1, 0.0, 3.858698858498, -6.6044, 7.0084011415019996
S=POCl, 1.119, 1.741916838208, -9.021, 11.14
OOSSI, -10000, -10000, -10000, -10000
C=CC=CC=C(C)C=CC=C=S, 0.889, 1.328440089624, -8.1696, 10.0586
INc1ccccc1, 2.411, 2.631414121529, -7.567, 10.978
Brc1ccccc1, 3.566, 4.119366858712, -6.7788, 10.488133141288
Oc1ccccc1, 1.513, 4.351819913018, -6.0765, 7.500380086982
N=O, 1.78, 0.779554072199, -9.9993, 12.673254072199
N#P, 1.895, 3.221396842965, -7.9779, 10.8729
C=CC=CC=C(C)C=CC=C=O, 0.529, 2.004075751673, -7.4984, 9.0274
C#N, 2.622, 5.950147071645, -6.2917, 7.226252928355
c1ccccc1, 0.0, 4.932096043841, -6.0203, 5.350903956159
PBr, 4.225, 4.381047061468, -7.1873, 11.293952938531998
C=CC=CC=C=S, 1.356, 1.613573985634, -8.1915, 10.5475
CI, 3.69, 4.814418253132, -6.2961, 9.434381746868
ClCl, 0.0, 3.369772696112, -8.6238, 9.516727303887999
Br, 2.556, 7.056715870368, -4.5869, 4.348884129631999
FP, 2.061, 5.628610028404, -5.9817, 6.6767899715959995
Cl, 1.051, 9.166710323727, -2.8332, -1.019810323726999
FC=CC=CC=Cc1ccccc1, 2.507, 2.28358343858, -7.7718, 11.2788
ClCBr, 3.244, 4.822612777081, -6.8402, 9.524287222919
OF, 2.383, 6.831369912966, -6.3109, 6.125230087034
S=Cc1ccccc1-c1ccccc1, 4.172, 1.046239708243, -8.5591, 13.731100000000001
N#CCl, 3.234, 6.288592108283, -6.4196, 7.627707891717
Clc1ccccc1, 1.823, 4.353853192184, -6.5171, 8.248946807815999
Ic1ccccc1-c1ccccc1, 3.525, 4.096948019238, -6.6581, 10.348851980762
c1ccccc1, 0.001, 4.932041942932, -6.0204, 5.3520580570680005
S=C=CC=CC=Cc1ccccc1, 1.309, 1.459759923139, -8.2011, 10.510100000000001
O, 2.218, 14.400080729505, 2.2527, -10.172080729505002
O=O, 0.0, 3.36e-10, -12.0513, 12.165700000335999
C=CC=CC=C=C(Cl)Cl, 2.845, 2.684704249848, -7.9372, 11.7822
NBr, 2.822, 3.656466912458, -7.1967, 10.624933087542
C=O, 2.335, 3.620186541638, -7.914, 10.891513458361999
S=NOP=C=CC=CC=CBr, 3.116, 0.673074182162, -9.4211, 13.324574182162
S=C=CC=CCc1ccccc1-c1ccccc1, 1.927, 1.718553020162, -8.0443, 10.9713
C=CC=CC=C=POI, 3.128, 1.6987156137, -8.6176, 12.7456
C, 0.0, 17.372311012504, 4.6515, -17.761111012504003
P#P, 0.0, 2.493155671893, -7.9878, 8.9878
O=S, 1.829, 7.2703e-08, -10.1309, 12.074300072703
S, 1.967, 5.216674583493, -5.4563, 6.469325416506999
C=S, 2.206, 1.239637034211, -8.8655, 12.0715
FSBr, 2.533, 2.545911512763, -8.3813, 11.914299999999999
Nc1ccccc1F, 2.245, 3.890763583704, -6.0953, 8.712236416296
C=CC=CC=C=S, 1.356, 1.613619022303, -8.1917, 10.5477
NI, 2.798, 3.520886522831, -7.1788, 10.718613477169
Clc1ccccc1-c1ccccc1-c1ccccc1, 1.655, 3.699180335652, -6.7787, 8.997219664347998
N#N, 0.0, 4.129588236904, -8.1534, 8.286511763096
CBr, 3.735, 5.274474633187, -5.8757, 8.598925366812999
P=S, 2.142, 0.877093732757, -9.411, 12.544493732757
C=CC=CC=C=N, 1.79, 2.696307805722, -6.8286, 9.6186
[H][H], 0.0, 16.130497598972, 3.4812, -15.348997598972
P, 1.263, 5.960632681838, -5.4761, 5.041167318162
FP, 2.061, 5.628867657157, -5.9812, 6.6760323428429995
SCl, 1.469, 2.841732366156, -7.7987, 10.267700000000001
NF, 2.597, 7.690287278457, -3.6992, 2.8686127215429993
C#CC=CCC(=CC=CC=Cc1ccccc1)c1ccccc1Pc1ccccc1Cl, 2.896, 2.020898288119, -7.5908, 11.486799999999999
C=O, 2.335, 3.620343084966, -7.9137, 10.891056915034
Ic1ccccc1, 3.682, 4.142580579474, -6.7381, 10.540219420526
Fc1ccccc1, 2.187, 4.647662078458, -6.5446, 8.346637921542
CBr, 3.736, 5.274547962304, -5.8756, 8.599752037696
C=CC=CC=Cc1ccccc1F, 1.631, 2.299613754052, -7.6708, 10.3018
Fc1ccccc1P, 2.054, 4.005198799934, -6.9435, 9.255001200066
Brc1ccccc1, 3.566, 4.119361834477, -6.7788, 10.488138165523
NSN, 2.195, 4.225520972737, -5.3861, 7.618279027263
c1ccccc1, 0.001, 4.932089042636, -6.0204, 5.3520109573640005
P#P, 0.0, 2.493155673484, -7.9878, 8.9878
N#N, 0.0, 4.129588237404, -8.1534, 8.286511762596
c1ccccc1, 0.001, 4.93203591029, -6.0204, 5.352064089710001
N, 1.785, 12.227793518212, 1.7222, -7.902293518212
Sc1ccccc1I, 2.885, 3.515374186842, -6.9414, 10.573725813158
FI, 0.886, 2.795067983232, -9.4188, 11.3048
SBr, 2.964, 2.651652456389, -8.2898, 12.2538
O=C=CC=CO, 0.831, 2.634913638266, -7.1951, 9.0261
O=C=CC=CC=Cc1ccccc1, 1.144, 2.352628434358, -7.361, 9.504999999999999
Brc1ccccc1I, 5.08, 3.78472684711, -7.2978, 12.855773152889999
PI, 4.048, 4.138820969962, -7.2368, 11.408679030037998
S=S, 0.0, 4.8331e-08, -10.2514, 10.365800048331
OF, 2.383, 6.831289727807, -6.311, 6.125410272192999
BrI, 0.041, 2.734970257992, -9.0395, 10.0805
Oc1ccccc1P, 3.202, 4.04510057528, -6.4977, 9.91729942472
Brc1ccccc1Br, 5.028, 3.755734691954, -7.331, 12.865965308046
c1ccc(Sc2ccccc2-c2ccccc2-c2ccccc2)cc1, 1.475, 3.028712089946, -6.6767, 9.1517
O=P, 2.055, 2.172822478717, -8.8835, 11.9385
ClC1=CC=CCPC1, 1.442, 3.205740356873, -6.9936, 9.4356
S, 1.967, 5.216664012933, -5.4563, 6.469335987067
O=S, 1.829, 2.42707e-07, -10.1309, 12.074300242707
C1=CCSCC(c2ccccc2)=C1, 2.331, 2.400786553823, -7.2198, 10.5508
O, 2.218, 14.40013669881, 2.2528, -10.17223669881
O=C=CC=CC=Cc1ccccc1, 1.144, 2.352652146225, -7.3609, 9.5049
FF, 0.0, 4.587545304053, -10.4751, 10.150254695946998
CC#N, 3.853, 6.1105467397, -5.5001, 7.5052532603
C=CC=CC=C=C=S, 5.078, 0.657010852868, -8.925, 14.774410852868002
O=S, 1.829, 5.5112e-08, -10.1309, 12.074300055112001
P=S, 2.144, 0.875194628797, -9.4122, 12.545794628797001
SCl, 1.469, 2.841736130193, -7.7987, 10.267700000000001
N=S, 1.389, 0.109527899021, -9.7311, 11.344027899021
Br, 2.556, 7.056715870346, -4.5869, 4.3488841296539995
F, 2.535, 16.506614077298, 3.1008, -12.809714077298
Brc1ccccc1, 3.566, 4.119364314779, -6.7788, 10.488135685221
O=P, 2.052, 2.172925773395, -8.8834, 11.9354
S=S, 0.0, 1.3704e-08, -10.2514, 10.365800013704
c1ccccc1, 0.001, 4.932040336802, -6.0204, 5.352059663198
FBr, 0.517, 2.680273172388, -10.0096, 11.5266
Nc1cccc2c(-c3ccccc3Cl)cccc12, 3.077, 2.674560517257, -6.8584, 10.9354
C=CC=CC=C=S, 1.356, 1.613745471099, -8.1916, 10.5476
N=NI, -10000, -10000, -10000, -10000
PC(I)=CC=CC=Cc1ccccc1, 3.267, 2.07448787827, -8.1251, 12.3921
FC1=CC=CCN(Br)C1, 4.117, 2.946927068997, -7.4567, 12.573699999999999
O=P, 2.053, 2.173636494914, -8.882, 11.934999999999999
